updates	observed	missed	p50_ms	p95_ms	p99_ms	max_ms	wall_ms	cpu_ms	cpu_percent	reads	parse_errors	watch_invalidations	queue_overflows
30	30	0	99.983	100.254	100.812	101.746	2901.245	35.254	1.215	30	0	0	0
