sample	timestamp_ms	http_code	counter	attempt	exit_code
1	1784664260963.385	200	5	1	-1
2	1784664261059.998	200	5	1	-1
3	1784664261239.769	200	5	1	-1
4	1784664261464.685	200	5	1	17
5	1784664261568.267	200	5	1	17
6	1784664261683.559	000			
7	1784664261775.060	000			
8	1784664261873.461	000			
9	1784664261965.769	000			
10	1784664262069.619	000			
11	1784664262255.414	000			
12	1784664262413.734	000			
13	1784664262531.972	000			
14	1784664262628.850	000			
15	1784664262727.173	000			
16	1784664262825.587	000			
17	1784664262916.184	000			
18	1784664263007.224	000			
19	1784664263099.304	000			
20	1784664263208.879	000			
21	1784664263314.625	000			
22	1784664263419.477	000			
23	1784664263521.260	000			
24	1784664263616.923	000			
25	1784664263714.042	000			
26	1784664263803.411	000			
27	1784664263900.993	000			
28	1784664263994.786	000			
29	1784664264082.673	000			
30	1784664264174.693	000			
31	1784664264278.642	000			
32	1784664264376.480	000			
33	1784664264471.496	000			
34	1784664264559.410	000			
35	1784664264654.499	000			
36	1784664264751.597	000			
37	1784664264848.487	000			
38	1784664264936.454	000			
39	1784664265025.688	000			
40	1784664265120.737	000			
41	1784664265215.177	000			
42	1784664265313.401	000			
43	1784664265584.683	000			
44	1784664265683.862	000			
45	1784664265777.266	000			
46	1784664265869.879	000			
47	1784664265971.259	000			
48	1784664266063.898	000			
49	1784664266152.515	000			
50	1784664266238.339	000			
51	1784664266328.876	000			
52	1784664266434.157	000			
53	1784664266539.645	000			
54	1784664266645.636	000			
55	1784664266744.471	000			
56	1784664266837.103	000			
57	1784664266979.938	000			
58	1784664267101.638	000			
59	1784664267199.366	000			
60	1784664267306.086	000			
61	1784664267411.156	000			
62	1784664267762.971	000			
63	1784664267865.572	000			
64	1784664267983.972	000			
65	1784664268088.616	000			
66	1784664268192.525	000			
67	1784664268292.998	000			
68	1784664268401.884	000			
69	1784664268516.776	000			
70	1784664268623.593	000			
71	1784664268735.766	000			
72	1784664268859.510	000			
73	1784664268977.039	000			
74	1784664269071.616	000			
75	1784664269158.879	000			
76	1784664269241.552	000			
77	1784664269331.713	000			
78	1784664269423.389	000			
79	1784664269524.113	000			
80	1784664269624.525	000			
81	1784664269782.496	000			
82	1784664269956.851	000			
83	1784664270634.988	000			
84	1784664270735.802	000			
85	1784664270838.386	000			
86	1784664270938.428	000			
87	1784664271029.282	000			
88	1784664271116.286	000			
89	1784664271206.621	000			
90	1784664271299.147	000			
91	1784664271395.002	000			
92	1784664271488.356	000			
93	1784664271580.850	000			
94	1784664271668.455	000			
95	1784664271757.596	000			
96	1784664271859.611	000			
97	1784664271954.417	000			
98	1784664272053.442	000			
99	1784664272144.525	000			
100	1784664272238.554	000			
101	1784664272333.118	000			
102	1784664272418.564	000			
103	1784664272507.198	000			
104	1784664272597.613	000			
105	1784664272691.968	000			
106	1784664272780.902	000			
107	1784664272880.124	000			
108	1784664272974.784	000			
109	1784664273069.173	000			
110	1784664273165.940	000			
111	1784664273261.386	000			
112	1784664273354.056	000			
113	1784664273450.470	000			
114	1784664273540.773	000			
115	1784664273638.295	000			
116	1784664273733.932	000			
117	1784664273829.523	000			
118	1784664273939.366	000			
119	1784664274524.534	000			
120	1784664274614.138	000			
121	1784664274706.082	000			
122	1784664274799.219	000			
123	1784664274898.991	000			
124	1784664275043.443	000			
125	1784664275152.889	000			
126	1784664275612.751	000			
127	1784664275706.513	000			
128	1784664275810.499	000			
129	1784664275911.919	000			
130	1784664276001.705	000			
131	1784664276089.820	000			
132	1784664276184.697	000			
133	1784664276280.196	000			
134	1784664276373.688	000			
135	1784664276475.434	000			
136	1784664276574.491	000			
137	1784664276666.411	000			
138	1784664276761.360	000			
139	1784664276854.202	000			
140	1784664276949.097	000			
141	1784664277044.824	000			
142	1784664277148.833	000			
143	1784664277250.859	000			
144	1784664277346.904	000			
145	1784664277441.457	000			
146	1784664277581.956	000			
147	1784664277689.912	000			
148	1784664277782.622	000			
149	1784664277875.350	000			
150	1784664277972.734	000			
